Date,home,visitor,hgoal,vgoal,FT,Season,result
2021-10-03,Atalanta,AC Milan,2,3,2-3,2021,A
2021-10-16,Spezia Calcio,Salernitana Calcio 1919,2,1,2-1,2021,H
2021-10-16,Lazio Roma,Inter,3,1,3-1,2021,H
2021-10-16,AC Milan,Hellas Verona,3,2,3-2,2021,H
2021-10-17,Cagliari Calcio,Sampdoria,3,1,3-1,2021,H
2021-10-17,Empoli FC,Atalanta,1,4,1-4,2021,A
2021-10-17,Genoa CFC,Sassuolo Calcio,2,2,2-2,2021,D
2021-10-17,Udinese Calcio,Bologna FC,1,1,1-1,2021,D
2021-10-17,SSC Napoli,Torino FC,1,0,1-0,2021,H
2021-10-17,Juventus,AS Roma,1,0,1-0,2021,H
2021-10-18,AC Venezia,ACF Fiorentina,1,0,1-0,2021,H
2021-10-22,Torino FC,Genoa CFC,3,2,3-2,2021,H
2021-10-22,Sampdoria,Spezia Calcio,2,1,2-1,2021,H
2021-10-23,Salernitana Calcio 1919,Empoli FC,2,4,2-4,2021,A
2021-10-23,Sassuolo Calcio,AC Venezia,3,1,3-1,2021,H
2021-10-23,Bologna FC,AC Milan,2,4,2-4,2021,A
2021-10-24,Atalanta,Udinese Calcio,1,1,1-1,2021,D
2021-10-24,ACF Fiorentina,Cagliari Calcio,3,0,3-0,2021,H
2021-10-24,Hellas Verona,Lazio Roma,4,1,4-1,2021,H
2021-10-24,AS Roma,SSC Napoli,0,0,0-0,2021,D
2021-10-24,Inter,Juventus,1,1,1-1,2021,D
2021-10-26,Spezia Calcio,Genoa CFC,1,1,1-1,2021,D
2021-10-26,AC Venezia,Salernitana Calcio 1919,1,2,1-2,2021,A
2021-10-26,AC Milan,Torino FC,1,0,1-0,2021,H
2021-10-27,Juventus,Sassuolo Calcio,1,2,1-2,2021,A
2021-10-27,Sampdoria,Atalanta,1,3,1-3,2021,A
2021-10-27,Udinese Calcio,Hellas Verona,1,1,1-1,2021,D
2021-10-27,Cagliari Calcio,AS Roma,1,2,1-2,2021,A
2021-10-27,Empoli FC,Inter,0,2,0-2,2021,A
2021-10-27,Lazio Roma,ACF Fiorentina,1,0,1-0,2021,H
2021-10-28,SSC Napoli,Bologna FC,3,0,3-0,2021,H
2021-10-30,Atalanta,Lazio Roma,2,2,2-2,2021,D
2021-10-30,Hellas Verona,Juventus,2,1,2-1,2021,H
2021-10-30,Torino FC,Sampdoria,3,0,3-0,2021,H
2021-10-31,Inter,Udinese Calcio,2,0,2-0,2021,H
2021-10-31,ACF Fiorentina,Spezia Calcio,3,0,3-0,2021,H
2021-10-31,Genoa CFC,AC Venezia,0,0,0-0,2021,D
2021-10-31,Sassuolo Calcio,Empoli FC,1,2,1-2,2021,A
2021-10-31,Salernitana Calcio 1919,SSC Napoli,0,1,0-1,2021,A
2021-10-31,AS Roma,AC Milan,1,2,1-2,2021,A
2021-11-01,Bologna FC,Cagliari Calcio,2,0,2-0,2021,H
2021-11-05,Empoli FC,Genoa CFC,2,2,2-2,2021,D
2021-11-06,Spezia Calcio,Torino FC,1,0,1-0,2021,H
2021-11-06,Juventus,ACF Fiorentina,1,0,1-0,2021,H
2021-11-06,Cagliari Calcio,Atalanta,1,2,1-2,2021,A
2021-11-07,AC Venezia,AS Roma,3,2,3-2,2021,H
2021-11-07,Sampdoria,Bologna FC,1,2,1-2,2021,A
2021-11-07,Udinese Calcio,Sassuolo Calcio,3,2,3-2,2021,H
2021-11-07,Lazio Roma,Salernitana Calcio 1919,3,0,3-0,2021,H
2021-11-07,SSC Napoli,Hellas Verona,1,1,1-1,2021,D
2021-11-07,AC Milan,Inter,1,1,1-1,2021,D
2021-11-20,Atalanta,Spezia Calcio,5,2,5-2,2021,H
2021-11-20,Lazio Roma,Juventus,0,2,0-2,2021,A
2021-11-20,ACF Fiorentina,AC Milan,4,3,4-3,2021,H
2021-11-21,Sassuolo Calcio,Cagliari Calcio,2,2,2-2,2021,D
2021-11-21,Bologna FC,AC Venezia,0,1,0-1,2021,A
2021-11-21,Salernitana Calcio 1919,Sampdoria,0,2,0-2,2021,A
2021-11-21,Inter,SSC Napoli,3,2,3-2,2021,H
2021-11-21,Genoa CFC,AS Roma,0,2,0-2,2021,A
2021-11-22,Hellas Verona,Empoli FC,2,1,2-1,2021,H
2021-11-22,Torino FC,Udinese Calcio,2,1,2-1,2021,H
2021-11-26,Cagliari Calcio,Salernitana Calcio 1919,1,1,1-1,2021,D
2021-11-27,Empoli FC,ACF Fiorentina,2,1,2-1,2021,H
2021-11-27,Sampdoria,Hellas Verona,3,1,3-1,2021,H
2021-11-27,Juventus,Atalanta,0,1,0-1,2021,A
2021-11-27,AC Venezia,Inter,0,2,0-2,2021,A
2021-11-28,Udinese Calcio,Genoa CFC,0,0,0-0,2021,D
2021-11-28,AC Milan,Sassuolo Calcio,1,3,1-3,2021,A
2021-11-28,Spezia Calcio,Bologna FC,0,1,0-1,2021,A
2021-11-28,AS Roma,Torino FC,1,0,1-0,2021,H
2021-11-28,SSC Napoli,Lazio Roma,4,0,4-0,2021,H
2021-11-30,Atalanta,AC Venezia,4,0,4-0,2021,H
2021-11-30,ACF Fiorentina,Sampdoria,3,1,3-1,2021,H
2021-11-30,Salernitana Calcio 1919,Juventus,0,2,0-2,2021,A
2021-11-30,Hellas Verona,Cagliari Calcio,0,0,0-0,2021,D
2021-12-01,Bologna FC,AS Roma,1,0,1-0,2021,H
2021-12-01,Inter,Spezia Calcio,2,0,2-0,2021,H
2021-12-01,Genoa CFC,AC Milan,0,3,0-3,2021,A
2021-12-01,Sassuolo Calcio,SSC Napoli,2,2,2-2,2021,D
2021-12-02,Torino FC,Empoli FC,2,2,2-2,2021,D
2021-12-02,Lazio Roma,Udinese Calcio,4,4,4-4,2021,D
2021-12-04,AC Milan,Salernitana Calcio 1919,2,0,2-0,2021,H
2021-12-04,AS Roma,Inter,0,3,0-3,2021,A
2021-12-04,SSC Napoli,Atalanta,2,3,2-3,2021,A
2021-12-05,Bologna FC,ACF Fiorentina,2,3,2-3,2021,A
2021-12-05,Spezia Calcio,Sassuolo Calcio,2,2,2-2,2021,D
2021-12-05,AC Venezia,Hellas Verona,3,4,3-4,2021,A
2021-12-05,Sampdoria,Lazio Roma,1,3,1-3,2021,A
2021-12-05,Juventus,Genoa CFC,2,0,2-0,2021,H
2021-12-06,Empoli FC,Udinese Calcio,3,1,3-1,2021,H
2021-12-06,Cagliari Calcio,Torino FC,1,1,1-1,2021,D
2021-12-10,Genoa CFC,Sampdoria,1,3,1-3,2021,A
2021-12-11,ACF Fiorentina,Salernitana Calcio 1919,4,0,4-0,2021,H
2021-12-11,AC Venezia,Juventus,1,1,1-1,2021,D
2021-12-11,Udinese Calcio,AC Milan,1,1,1-1,2021,D
2021-12-12,Torino FC,Bologna FC,2,1,2-1,2021,H
2021-12-12,Hellas Verona,Atalanta,1,2,1-2,2021,A
2021-12-12,SSC Napoli,Empoli FC,0,1,0-1,2021,A
2021-12-12,Sassuolo Calcio,Lazio Roma,2,1,2-1,2021,H
2021-12-12,Inter,Cagliari Calcio,4,0,4-0,2021,H
2021-12-13,AS Roma,Spezia Calcio,2,0,2-0,2021,H
2021-12-17,Lazio Roma,Genoa CFC,3,1,3-1,2021,H
2021-12-17,Salernitana Calcio 1919,Inter,0,5,0-5,2021,A
2021-12-18,Atalanta,AS Roma,1,4,1-4,2021,A
2021-12-18,Bologna FC,Juventus,0,2,0-2,2021,A
2021-12-18,Cagliari Calcio,Udinese Calcio,0,4,0-4,2021,A
2021-12-19,ACF Fiorentina,Sassuolo Calcio,2,2,2-2,2021,D
2021-12-19,Spezia Calcio,Empoli FC,1,1,1-1,2021,D
2021-12-19,Sampdoria,AC Venezia,1,1,1-1,2021,D
2021-12-19,Torino FC,Hellas Verona,1,0,1-0,2021,H
2021-12-19,AC Milan,SSC Napoli,0,1,0-1,2021,A
2021-12-21,Genoa CFC,Atalanta,0,0,0-0,2021,D
2021-12-21,Juventus,Cagliari Calcio,2,0,2-0,2021,H
2021-12-22,Sassuolo Calcio,Bologna FC,0,3,0-3,2021,A
2021-12-22,AC Venezia,Lazio Roma,1,3,1-3,2021,A
2021-12-22,Inter,Torino FC,1,0,1-0,2021,H
2021-12-22,AS Roma,Sampdoria,1,1,1-1,2021,D
2021-12-22,Hellas Verona,ACF Fiorentina,1,1,1-1,2021,D
2021-12-22,Empoli FC,AC Milan,2,4,2-4,2021,A
2021-12-22,SSC Napoli,Spezia Calcio,0,1,0-1,2021,A
2022-01-06,Sampdoria,Cagliari Calcio,1,2,1-2,2021,A
2022-01-06,Lazio Roma,Empoli FC,3,3,3-3,2021,D
2022-01-06,Spezia Calcio,Hellas Verona,1,2,1-2,2021,A
2022-01-06,Sassuolo Calcio,Genoa CFC,1,1,1-1,2021,D
2022-01-06,AC Milan,AS Roma,3,1,3-1,2021,H
2022-01-06,Juventus,SSC Napoli,1,1,1-1,2021,D
2022-01-09,Empoli FC,Sassuolo Calcio,1,5,1-5,2021,A
2022-01-09,AC Venezia,AC Milan,0,3,0-3,2021,A
2022-01-09,SSC Napoli,Sampdoria,1,0,1-0,2021,H
2022-01-09,Udinese Calcio,Atalanta,2,6,2-6,2021,A
2022-01-09,Genoa CFC,Spezia Calcio,0,1,0-1,2021,A
2022-01-09,AS Roma,Juventus,3,4,3-4,2021,A
2022-01-09,Inter,Lazio Roma,2,1,2-1,2021,H
2022-01-09,Hellas Verona,Salernitana Calcio 1919,1,2,1-2,2021,A
2022-01-10,Torino FC,ACF Fiorentina,4,0,4-0,2021,H
2022-01-11,Cagliari Calcio,Bologna FC,2,1,2-1,2021,H
2022-01-15,Sampdoria,Torino FC,1,2,1-2,2021,A
2022-01-15,Salernitana Calcio 1919,Lazio Roma,0,3,0-3,2021,A
2022-01-15,Juventus,Udinese Calcio,2,0,2-0,2021,H
2022-01-16,Sassuolo Calcio,Hellas Verona,2,4,2-4,2021,A
2022-01-16,AC Venezia,Empoli FC,1,1,1-1,2021,D
2022-01-16,AS Roma,Cagliari Calcio,1,0,1-0,2021,H
2022-01-16,Atalanta,Inter,0,0,0-0,2021,D
2022-01-17,Bologna FC,SSC Napoli,0,2,0-2,2021,A
2022-01-17,AC Milan,Spezia Calcio,1,2,1-2,2021,A
2022-01-17,ACF Fiorentina,Genoa CFC,6,0,6-0,2021,H
2022-01-21,Hellas Verona,Bologna FC,2,1,2-1,2021,H
2022-01-22,Genoa CFC,Udinese Calcio,0,0,0-0,2021,D
2022-01-22,Inter,AC Venezia,2,1,2-1,2021,H
2022-01-22,Lazio Roma,Atalanta,0,0,0-0,2021,D
2022-01-23,Cagliari Calcio,ACF Fiorentina,1,1,1-1,2021,D
2022-01-23,SSC Napoli,Salernitana Calcio 1919,4,1,4-1,2021,H
2022-01-23,Spezia Calcio,Sampdoria,1,0,1-0,2021,H
2022-01-23,Torino FC,Sassuolo Calcio,1,1,1-1,2021,D
2022-01-23,Empoli FC,AS Roma,2,4,2-4,2021,A
2022-01-23,AC Milan,Juventus,0,0,0-0,2021,D
2022-02-05,AS Roma,Genoa CFC,0,0,0-0,2021,D
2022-02-05,Inter,AC Milan,1,2,1-2,2021,A
2022-02-05,ACF Fiorentina,Lazio Roma,0,3,0-3,2021,A
2022-02-06,Atalanta,Cagliari Calcio,1,2,1-2,2021,A
2022-02-06,Bologna FC,Empoli FC,0,0,0-0,2021,D
2022-02-06,Sampdoria,Sassuolo Calcio,4,0,4-0,2021,H
2022-02-06,AC Venezia,SSC Napoli,0,2,0-2,2021,A
2022-02-06,Udinese Calcio,Torino FC,2,0,2-0,2021,H
2022-02-06,Juventus,Hellas Verona,2,0,2-0,2021,H
2022-02-07,Salernitana Calcio 1919,Spezia Calcio,2,2,2-2,2021,D
2022-02-12,Lazio Roma,Bologna FC,3,0,3-0,2021,H
2022-02-12,SSC Napoli,Inter,1,1,1-1,2021,D
2022-02-12,Torino FC,AC Venezia,1,2,1-2,2021,A
2022-02-13,AC Milan,Sampdoria,1,0,1-0,2021,H
2022-02-13,Empoli FC,Cagliari Calcio,1,1,1-1,2021,D
2022-02-13,Genoa CFC,Salernitana Calcio 1919,1,1,1-1,2021,D
2022-02-13,Hellas Verona,Udinese Calcio,4,0,4-0,2021,H
2022-02-13,Sassuolo Calcio,AS Roma,2,2,2-2,2021,D
2022-02-13,Atalanta,Juventus,1,1,1-1,2021,D
2022-02-14,Spezia Calcio,ACF Fiorentina,1,2,1-2,2021,A
2022-02-18,Juventus,Torino FC,1,1,1-1,2021,D
2022-02-19,Sampdoria,Empoli FC,2,0,2-0,2021,H
2022-02-19,AS Roma,Hellas Verona,2,2,2-2,2021,D
2022-02-19,Salernitana Calcio 1919,AC Milan,2,2,2-2,2021,D
2022-02-20,ACF Fiorentina,Atalanta,1,0,1-0,2021,H
2022-02-20,AC Venezia,Genoa CFC,1,1,1-1,2021,D
2022-02-20,Inter,Sassuolo Calcio,0,2,0-2,2021,A
2022-02-20,Udinese Calcio,Lazio Roma,1,1,1-1,2021,D
2022-02-21,Cagliari Calcio,SSC Napoli,1,1,1-1,2021,D
2022-02-21,Bologna FC,Spezia Calcio,2,1,2-1,2021,H
2022-02-25,AC Milan,Udinese Calcio,1,1,1-1,2021,D
2022-02-25,Genoa CFC,Inter,0,0,0-0,2021,D
2022-02-26,Salernitana Calcio 1919,Bologna FC,1,1,1-1,2021,D
2022-02-26,Empoli FC,Juventus,2,3,2-3,2021,A
2022-02-26,Sassuolo Calcio,ACF Fiorentina,2,1,2-1,2021,H
2022-02-27,Torino FC,Cagliari Calcio,1,2,1-2,2021,A
2022-02-27,Hellas Verona,AC Venezia,3,1,3-1,2021,H
2022-02-27,Spezia Calcio,AS Roma,0,1,0-1,2021,A
2022-02-27,Lazio Roma,SSC Napoli,1,2,1-2,2021,A
2022-02-28,Atalanta,Sampdoria,4,0,4-0,2021,H
2022-03-04,Inter,Salernitana Calcio 1919,5,0,5-0,2021,H
2022-03-05,Udinese Calcio,Sampdoria,2,1,2-1,2021,H
2022-03-05,AS Roma,Atalanta,1,0,1-0,2021,H
2022-03-05,Cagliari Calcio,Lazio Roma,0,3,0-3,2021,A
2022-03-06,Genoa CFC,Empoli FC,0,0,0-0,2021,D
2022-03-06,Bologna FC,Torino FC,0,0,0-0,2021,D
2022-03-06,ACF Fiorentina,Hellas Verona,1,1,1-1,2021,D
2022-03-06,AC Venezia,Sassuolo Calcio,1,4,1-4,2021,A
2022-03-06,Juventus,Spezia Calcio,1,0,1-0,2021,H
2022-03-06,SSC Napoli,AC Milan,0,1,0-1,2021,A
2022-03-12,Salernitana Calcio 1919,Sassuolo Calcio,2,2,2-2,2021,D
2022-03-12,Spezia Calcio,Cagliari Calcio,2,0,2-0,2021,H
2022-03-12,Sampdoria,Juventus,1,3,1-3,2021,A
2022-03-12,AC Milan,Empoli FC,1,0,1-0,2021,H
2022-03-13,ACF Fiorentina,Bologna FC,1,0,1-0,2021,H
2022-03-13,Hellas Verona,SSC Napoli,1,2,1-2,2021,A
2022-03-13,Atalanta,Genoa CFC,0,0,0-0,2021,D
2022-03-13,Udinese Calcio,AS Roma,1,1,1-1,2021,D
2022-03-13,Torino FC,Inter,1,1,1-1,2021,D
2022-03-14,Lazio Roma,AC Venezia,1,0,1-0,2021,H
2022-03-18,Sassuolo Calcio,Spezia Calcio,4,1,4-1,2021,H
2022-03-18,Genoa CFC,Torino FC,1,0,1-0,2021,H
2022-03-19,SSC Napoli,Udinese Calcio,2,1,2-1,2021,H
2022-03-19,Inter,ACF Fiorentina,1,1,1-1,2021,D
2022-03-19,Cagliari Calcio,AC Milan,0,1,0-1,2021,A
2022-03-20,AC Venezia,Sampdoria,0,2,0-2,2021,A
2022-03-20,Empoli FC,Hellas Verona,1,1,1-1,2021,D
2022-03-20,Juventus,Salernitana Calcio 1919,2,0,2-0,2021,H
2022-03-20,AS Roma,Lazio Roma,3,0,3-0,2021,H
2022-03-20,Bologna FC,Atalanta,0,1,0-1,2021,A
2022-04-02,Spezia Calcio,AC Venezia,1,0,1-0,2021,H
2022-04-02,Lazio Roma,Sassuolo Calcio,2,1,2-1,2021,H
2022-04-02,Salernitana Calcio 1919,Torino FC,0,1,0-1,2021,A
2022-04-03,ACF Fiorentina,Empoli FC,1,0,1-0,2021,H
2022-04-03,Atalanta,SSC Napoli,1,3,1-3,2021,A
2022-04-03,Udinese Calcio,Cagliari Calcio,5,1,5-1,2021,H
2022-04-03,Sampdoria,AS Roma,0,1,0-1,2021,A
2022-04-03,Juventus,Inter,0,1,0-1,2021,A
2022-04-04,Hellas Verona,Genoa CFC,1,0,1-0,2021,H
2022-04-04,AC Milan,Bologna FC,0,0,0-0,2021,D
2022-04-09,Empoli FC,Spezia Calcio,0,0,0-0,2021,D
2022-04-09,Inter,Hellas Verona,2,0,2-0,2021,H
2022-04-09,Cagliari Calcio,Juventus,1,2,1-2,2021,A
2022-04-10,Genoa CFC,Lazio Roma,1,4,1-4,2021,A
2022-04-10,SSC Napoli,ACF Fiorentina,2,3,2-3,2021,A
2022-04-10,Sassuolo Calcio,Atalanta,2,1,2-1,2021,H
2022-04-10,AC Venezia,Udinese Calcio,1,2,1-2,2021,A
2022-04-10,AS Roma,Salernitana Calcio 1919,2,1,2-1,2021,H
2022-04-10,Torino FC,AC Milan,0,0,0-0,2021,D
2022-04-11,Bologna FC,Sampdoria,2,0,2-0,2021,H
2022-04-15,Spezia Calcio,Inter,1,3,1-3,2021,A
2022-04-15,AC Milan,Genoa CFC,2,0,2-0,2021,H
2022-04-16,Cagliari Calcio,Sassuolo Calcio,1,0,1-0,2021,H
2022-04-16,Sampdoria,Salernitana Calcio 1919,1,2,1-2,2021,A
2022-04-16,Udinese Calcio,Empoli FC,4,1,4-1,2021,H
2022-04-16,ACF Fiorentina,AC Venezia,1,0,1-0,2021,H
2022-04-16,Juventus,Bologna FC,1,1,1-1,2021,D
2022-04-16,Lazio Roma,Torino FC,1,1,1-1,2021,D
2022-04-18,SSC Napoli,AS Roma,1,1,1-1,2021,D
2022-04-18,Atalanta,Hellas Verona,1,2,1-2,2021,A
2022-04-20,Udinese Calcio,Salernitana Calcio 1919,0,1,0-1,2021,A
2022-04-23,Torino FC,Spezia Calcio,2,1,2-1,2021,H
2022-04-23,AC Venezia,Atalanta,1,3,1-3,2021,A
2022-04-23,Inter,AS Roma,3,1,3-1,2021,H
2022-04-23,Hellas Verona,Sampdoria,1,1,1-1,2021,D
2022-04-24,Salernitana Calcio 1919,ACF Fiorentina,2,1,2-1,2021,H
2022-04-24,Bologna FC,Udinese Calcio,2,2,2-2,2021,D
2022-04-24,Empoli FC,SSC Napoli,3,2,3-2,2021,H
2022-04-24,Genoa CFC,Cagliari Calcio,1,0,1-0,2021,H
2022-04-24,Lazio Roma,AC Milan,1,2,1-2,2021,A
2022-04-25,Sassuolo Calcio,Juventus,1,2,1-2,2021,A
2022-04-27,ACF Fiorentina,Udinese Calcio,0,4,0-4,2021,A
2022-04-27,Atalanta,Torino FC,4,4,4-4,2021,D
2022-04-27,Bologna FC,Inter,2,1,2-1,2021,H
2022-04-30,Cagliari Calcio,Hellas Verona,1,2,1-2,2021,A
2022-04-30,SSC Napoli,Sassuolo Calcio,6,1,6-1,2021,H
2022-04-30,Sampdoria,Genoa CFC,1,0,1-0,2021,H
2022-04-30,Spezia Calcio,Lazio Roma,3,4,3-4,2021,A
2022-05-01,Juventus,AC Venezia,2,1,2-1,2021,H
2022-05-01,Empoli FC,Torino FC,1,3,1-3,2021,A
2022-05-01,AC Milan,ACF Fiorentina,1,0,1-0,2021,H
2022-05-01,Udinese Calcio,Inter,1,2,1-2,2021,A
2022-05-01,AS Roma,Bologna FC,0,0,0-0,2021,D
2022-05-02,Atalanta,Salernitana Calcio 1919,1,1,1-1,2021,D
2022-05-05,Salernitana Calcio 1919,AC Venezia,2,1,2-1,2021,H
2022-05-06,Inter,Empoli FC,4,2,4-2,2021,H
2022-05-06,Genoa CFC,Juventus,2,1,2-1,2021,H
2022-05-07,Torino FC,SSC Napoli,0,1,0-1,2021,A
2022-05-07,Sassuolo Calcio,Udinese Calcio,1,1,1-1,2021,D
2022-05-07,Lazio Roma,Sampdoria,2,0,2-0,2021,H
2022-05-08,Spezia Calcio,Atalanta,1,3,1-3,2021,A
2022-05-08,AC Venezia,Bologna FC,4,3,4-3,2021,H
2022-05-08,Salernitana Calcio 1919,Cagliari Calcio,1,1,1-1,2021,D
2022-05-08,Hellas Verona,AC Milan,1,3,1-3,2021,A
2022-05-09,ACF Fiorentina,AS Roma,2,0,2-0,2021,H
2022-05-14,Empoli FC,Salernitana Calcio 1919,1,1,1-1,2021,D
2022-05-14,Udinese Calcio,Spezia Calcio,2,3,2-3,2021,A
2022-05-14,Hellas Verona,Torino FC,0,1,0-1,2021,A
2022-05-14,AS Roma,AC Venezia,1,1,1-1,2021,D
2022-05-15,Bologna FC,Sassuolo Calcio,1,3,1-3,2021,A
2022-05-15,SSC Napoli,Genoa CFC,3,0,3-0,2021,H
2022-05-15,AC Milan,Atalanta,2,0,2-0,2021,H
2022-05-15,Cagliari Calcio,Inter,1,3,1-3,2021,A
2022-05-16,Sampdoria,ACF Fiorentina,4,1,4-1,2021,H
2022-05-16,Juventus,Lazio Roma,2,2,2-2,2021,D
2022-05-20,Torino FC,AS Roma,0,3,0-3,2021,A
2022-05-21,Genoa CFC,Bologna FC,0,1,0-1,2021,A
2022-05-21,Atalanta,Empoli FC,0,1,0-1,2021,A
2022-05-21,ACF Fiorentina,Juventus,2,0,2-0,2021,H
2022-05-21,Lazio Roma,Hellas Verona,3,3,3-3,2021,D
2022-05-22,Spezia Calcio,SSC Napoli,0,3,0-3,2021,A
2022-05-22,Inter,Sampdoria,3,0,3-0,2021,H
2022-05-22,Sassuolo Calcio,AC Milan,0,3,0-3,2021,A
2022-05-22,Salernitana Calcio 1919,Udinese Calcio,0,4,0-4,2021,A
2022-05-22,AC Venezia,Cagliari Calcio,0,0,0-0,2021,D
